"date","ip","oilprice","coreCPI","vehicleMiles","gasolineCPI","unemp","population","year","month","oil_supply_surprise_series","oil_supply_news_shock"
1975-01-01,41.4676,11.16,52.3,NA,42.3,8.1,214998,1975,1,0,-0.335872093687563
1975-02-01,40.5165,11.16,52.8,NA,42.4,8.1,215132,1975,2,0,0.764941019245639
1975-03-01,40.0638,11.16,53,NA,42.5,8.6,215276,1975,3,0,-0.4159469506284
1975-04-01,40.1573,11.16,53.3,NA,43,8.8,215438,1975,4,0,-0.368402099131354
1975-05-01,40.0253,11.16,53.5,NA,43.8,9,215646,1975,5,0,-0.0807136925643989
1975-06-01,40.2772,11.16,53.8,NA,45.1,8.8,215871,1975,6,0,0.0394777803600036
1975-07-01,40.6994,11.16,54,NA,47,8.6,216084,1975,7,0,0.0187130649899911
1975-08-01,41.0998,11.16,54.2,NA,47.3,8.4,216294,1975,8,0,-0.54262511374097
1975-09-01,41.6304,11.16,54.5,NA,47.4,8.4,216490,1975,9,0,-0.258413446471878
1975-10-01,41.8135,11.16,54.8,NA,47.2,8.4,216679,1975,10,0,-1.00122668799388
1975-11-01,41.8697,11.16,55.2,NA,46.8,8.3,216851,1975,11,0,-0.00335216263205808
1975-12-01,42.4414,11.16,55.5,NA,46.6,8.2,217013,1975,12,0,-0.305537265040514
1976-01-01,43.0012,11.16,55.9,NA,46.5,7.9,217172,1976,1,0,-0.119521441375063
1976-02-01,43.4229,12.03,56.2,NA,46,7.7,217315,1976,2,0,-0.213669531683717
1976-03-01,43.5168,12.1,56.5,NA,45.4,7.6,217455,1976,3,0,-0.466458187322301
1976-04-01,43.7327,12.17,56.7,NA,45.2,7.7,217607,1976,4,0,-0.645696087236409
1976-05-01,43.9186,12.17,57,NA,45.9,7.4,217773,1976,5,0,-0.906661073171383
1976-06-01,43.9637,12.17,57.2,NA,47.1,7.6,217948,1976,6,0,0.281739247184441
1976-07-01,44.2141,12.17,57.6,NA,47.7,7.8,218134,1976,7,0,-0.289355398470902
1976-08-01,44.5182,12.17,57.9,NA,48,7.8,218337,1976,8,0,0.289886048548717
1976-09-01,44.6721,13.9,58.2,NA,48.1,7.6,218542,1976,9,0,0.605330294271623
1976-10-01,44.6585,13.9,58.5,NA,48.1,7.7,218739,1976,10,0,0.330871252700835
1976-11-01,45.3392,13.9,58.7,NA,48,7.8,218920,1976,11,0,-0.581065090898637
1976-12-01,45.8294,13.9,58.9,NA,47.9,7.8,219093,1976,12,0,0.209662749980147
1977-01-01,45.5087,13.9,59.3,NA,47.9,7.5,219262,1977,1,0,-0.140804591524501
1977-02-01,46.2277,13.9,59.7,NA,48.5,7.6,219424,1977,2,0,0.19554856740662
1977-03-01,46.8185,13.9,60,NA,48.8,7.4,219594,1977,3,0,-0.506902054628058
1977-04-01,47.2684,13.9,60.3,NA,49.4,7.2,219772,1977,4,0,0.306687718035707
1977-05-01,47.6411,13.9,60.6,NA,50,7,219953,1977,5,0,0.0595750347963894
1977-06-01,48.0116,13.9,61,NA,50.3,7.2,220143,1977,6,0,-0.0270897525460388
1977-07-01,48.073,13.9,61.2,NA,50.4,6.9,220349,1977,7,0,0.484324338967232
1977-08-01,48.1205,14.85,61.5,NA,50.4,7,220573,1977,8,0,0.409870501782462
1977-09-01,48.3189,14.85,61.8,NA,50.3,6.8,220796,1977,9,0,-0.128768325170108
1977-10-01,48.3871,14.85,62,NA,50.2,6.8,221007,1977,10,0,-0.689824042791214
1977-11-01,48.4761,14.85,62.3,NA,50.1,6.8,221206,1977,11,0,0.508348872637941
1977-12-01,48.5629,14.85,62.7,NA,50.2,6.4,221390,1977,12,0,-0.324918696256646
1978-01-01,47.8481,14.85,63.1,NA,50.2,6.4,221553,1978,1,0,0.00161546784330722
1978-02-01,48.1044,14.85,63.4,NA,50.1,6.3,221711,1978,2,0,-0.723915704134937
1978-03-01,49.0265,14.85,63.8,NA,50,6.3,221892,1978,3,0,-0.160238223148872
1978-04-01,50.0206,14.85,64.3,NA,50.2,6.1,222084,1978,4,0,-0.643498896965677
1978-05-01,50.254,14.85,64.7,NA,50.7,6,222278,1978,5,0,-0.158121354759336
1978-06-01,50.5801,14.85,65.2,NA,51.3,5.9,222482,1978,6,0,0.10678116852449
1978-07-01,50.5384,14.85,65.6,NA,52.1,6.2,222697,1978,7,0,0.391685986093938
1978-08-01,50.7458,14.85,66.1,NA,52.8,5.9,222933,1978,8,0,-0.603806834858119
1978-09-01,50.8744,14.85,66.7,NA,53.2,6,223168,1978,9,0,0.43313357092326
1978-10-01,51.2559,14.85,67.2,NA,53.3,5.8,223383,1978,10,0,-0.157233801085298
1978-11-01,51.6514,14.85,67.6,NA,53.8,5.9,223585,1978,11,0,-0.345274924760462
1978-12-01,51.909,14.85,68,NA,54.5,6,223781,1978,12,0,-0.539770632119807
1979-01-01,51.6278,14.85,68.5,NA,55.2,5.9,223973,1979,1,0,0.37430863405286
1979-02-01,51.8752,15.85,69.2,NA,56.3,5.9,224150,1979,2,0,0.267053998432802
1979-03-01,52.0446,15.85,69.8,NA,58.3,5.8,224333,1979,3,0,-0.0921330011353996
1979-04-01,51.4193,15.85,70.3,NA,62,5.8,224529,1979,4,0,0.293075614091152
1979-05-01,51.8856,18.1,70.8,NA,65.4,5.6,224734,1979,5,0,0.0230869594287253
1979-06-01,51.8965,19.1,71.3,NA,70,5.7,224948,1979,6,0,0.904701654377152
1979-07-01,51.8097,21.75,71.9,NA,74,5.7,225174,1979,7,0,0.777081727389002
1979-08-01,51.4684,26.5,72.7,NA,77.1,6,225419,1979,8,0,0.99373275047601
1979-09-01,51.4597,28.5,73.3,NA,79.5,5.9,225662,1979,9,0,0.417735314181005
1979-10-01,51.8334,29,74,NA,80.2,6,225893,1979,10,0,0.319755175508592
1979-11-01,51.7531,31,74.8,NA,81.1,5.9,226120,1979,11,0,0.499633236861845
1979-12-01,51.7878,32.5,75.7,NA,82.9,6,226339,1979,12,0,0.36992543948942
1980-01-01,52.0679,32.5,76.7,NA,88.4,6.3,226554,1980,1,0,0.0691590661347397
1980-02-01,52.082,37,77.5,NA,94.5,6.3,226753,1980,2,0,0.876190246960026
1980-03-01,51.87,38,78.6,NA,98,6.3,226955,1980,3,0,0.308884826387242
1980-04-01,50.8397,39.5,79.5,NA,99,6.9,227156,1980,4,0,0.641327970135665
1980-05-01,49.589,39.5,80.1,NA,99.2,7.5,227387,1980,5,0,0.317592612016581
1980-06-01,48.9482,39.5,81,NA,99.4,7.6,227624,1980,6,0,-0.0726313074827823
1980-07-01,48.6039,39.5,80.8,NA,99.5,7.8,227840,1980,7,0,-0.737014703788749
1980-08-01,48.7563,38,81.3,NA,99.3,7.7,228070,1980,8,0,-0.322879124856098
1980-09-01,49.5608,36,82.1,NA,98.5,7.5,228302,1980,9,0,-0.602921211628476
1980-10-01,50.1908,36,83,NA,97.9,7.5,228515,1980,10,0,-0.177584144787156
1980-11-01,51.0311,36,83.9,NA,97.9,7.5,228696,1980,11,0,-0.00200757965234231
1980-12-01,51.3708,37,84.9,NA,98.6,7.2,228858,1980,12,0,-0.000383511288437674
1981-01-01,51.0415,38,85.4,NA,101.7,7.5,229004,1981,1,0,0.375124222325832
1981-02-01,50.824,38,85.9,NA,108.5,7.4,229148,1981,2,0,-0.0108060273699782
1981-03-01,51.0826,38,86.4,NA,111.1,7.4,229314,1981,3,0,0.23769542488797
1981-04-01,50.858,38,87,NA,110.8,7.2,229489,1981,4,0,0.471012499116997
1981-05-01,51.1495,38,87.8,NA,110,7.5,229668,1981,5,0,0.338405828114261
1981-06-01,51.4101,36,88.6,NA,109.5,7.5,229864,1981,6,0,0.265192861077221
1981-07-01,51.7471,36,89.8,NA,109.1,7.2,230077,1981,7,0,0.336508844760219
1981-08-01,51.6826,36,90.7,NA,108.7,7.4,230300,1981,8,0,-0.12834425667598
1981-09-01,51.4337,36,91.8,NA,108.6,7.6,230527,1981,9,0,0.206981431619188
1981-10-01,51.0281,35,92.1,NA,108.3,7.9,230732,1981,10,0,-0.542965606753912
1981-11-01,50.435,36,92.5,NA,108.2,8.3,230906,1981,11,0,-0.146755314334523
1981-12-01,49.8987,35,93,NA,107.9,8.5,231073,1981,12,0,0.198060511672843
1982-01-01,48.8685,33.85,93.3,NA,107.2,8.6,231235,1982,1,0,0.110766251839963
1982-02-01,49.8636,31.56,93.8,NA,105.4,8.9,231392,1982,2,0,-0.930084602955446
1982-03-01,49.5323,28.48,93.9,NA,101.4,9,231558,1982,3,0,-0.648481311064815
1982-04-01,49.075,33.45,94.7,NA,96.9,9.3,231727,1982,4,0,0.803045623560591
1982-05-01,48.7483,35.93,95.4,NA,97.8,9.4,231901,1982,5,0,0.683273110448127
1982-06-01,48.6214,35.07,96.1,NA,103.6,9.6,232090,1982,6,0,0.638769045657953
1982-07-01,48.4616,34.16,96.7,NA,105.7,9.8,232290,1982,7,0,0.063312361601529
1982-08-01,48.0192,33.95,97.1,NA,105.2,9.8,232496,1982,8,0,0.766510098103911
1982-09-01,47.9008,35.63,97.2,NA,104.1,10.1,232708,1982,9,0,-0.0179641320764875
1982-10-01,47.4371,35.68,97.5,NA,103.2,10.4,232905,1982,10,0,0.834996788174688
1982-11-01,47.283,34.15,97.3,NA,102.5,10.8,233077,1982,11,0,0.430724470065761
1982-12-01,46.9485,31.72,97.2,NA,100.7,10.8,233241,1982,12,0,-0.107172329958963
1983-01-01,47.8234,31.19,97.6,NA,98.2,10.4,233398,1983,1,0,-0.47968574866433
1983-02-01,47.5233,28.95,98,NA,94.9,10.4,233543,1983,2,0,-0.132742472063858
1983-03-01,47.9244,28.82,98.2,NA,92.1,10.3,233697,1983,3,0,-0.300871198787813
1983-04-01,48.5311,30.61,98.6,NA,97.1,10.2,233852,1983,4,0,0.361423752357875
1983-05-01,48.8239,30,98.9,NA,100.6,10.1,234020,1983,5,0,0.137965946045829
1983-06-01,49.123,31,99.2,NA,102,10.1,234213,1983,6,0,-0.00200551806633665
1983-07-01,49.8546,31.66,99.8,NA,102.8,9.4,234404,1983,7,0.231934594151511,0.573347118140154
1983-08-01,50.4443,31.91,100.1,NA,102.9,9.5,234601,1983,8,0,-0.0925707316964683
1983-09-01,51.178,31.11,100.5,NA,102.2,9.2,234804,1983,9,0,0.199854028490223
1983-10-01,51.5693,30.41,101,NA,101,8.8,234993,1983,10,0,0.5011235571627
1983-11-01,51.7993,29.84,101.5,NA,99.9,8.5,235157,1983,11,0,-0.0926669392561666
1983-12-01,52.0594,29.24,101.8,NA,99.1,8.3,235310,1983,12,-0.157796763083535,-0.264404377208514
1984-01-01,53.0985,29.69,102.5,NA,97.8,8,235456,1984,1,0,0.0438378968429577
1984-02-01,53.3318,30.145,102.8,NA,97.4,7.8,235601,1984,2,0,-0.165665771410091
1984-03-01,53.5929,30.761,103.2,NA,97.4,7.8,235757,1984,3,0,-0.0285943333156109
1984-04-01,53.91,30.618,103.7,NA,98.8,7.7,235916,1984,4,0,0.335253958436364
1984-05-01,54.2026,30.52,104.1,NA,99.5,7.4,236077,1984,5,0,-0.446326138032995
1984-06-01,54.4014,29.967,104.5,NA,99,7.2,236254,1984,6,0,0.255191616157623
1984-07-01,54.5521,28.752,105,NA,97.7,7.5,236449,1984,7,0.147527592170698,-0.101630679274288
1984-08-01,54.6083,29.25,105.4,NA,96.6,7.5,236655,1984,8,0,-0.286013904680438
1984-09-01,54.4466,29.311,105.8,NA,97.1,7.3,236868,1984,9,0,0.0953285972580269
1984-10-01,54.4406,28.765,106.2,NA,97.8,7.4,237068,1984,10,1.07254752897919,0.115891047779946
1984-11-01,54.624,28.098,106.4,NA,97.5,7.2,237238,1984,11,0,-0.357476362536437
1984-12-01,54.6416,25.429,106.8,NA,96.6,7.3,237392,1984,12,-1.29817203867771,-0.411713644924671
1985-01-01,54.6322,25.641,107.1,NA,94.2,7.3,237535,1985,1,0.55229874566231,-0.0367055049103892
1985-02-01,54.7825,27.271,107.7,NA,92.9,7.2,237667,1985,2,0,0.194554738689977
1985-03-01,54.8653,28.238,108.1,NA,95.1,7.2,237816,1985,3,0,0.52058570173763
1985-04-01,54.7459,28.805,108.4,NA,98.7,7.3,237987,1985,4,0,0.104905489570903
1985-05-01,54.8255,27.623,108.8,NA,100.7,7.2,238172,1985,5,0,-0.392459209973891
1985-06-01,54.7989,27.143,109.1,NA,101.6,7.4,238368,1985,6,0,-0.00320986903915352
1985-07-01,54.5396,27.329,109.4,NA,101.8,7.4,238573,1985,7,-0.19225472175743,0.109097344743427
1985-08-01,54.7055,27.755,109.8,NA,100.8,7.1,238789,1985,8,0,-0.157640514068684
1985-09-01,54.8906,28.289,110,NA,99.7,7.1,239006,1985,9,0,0.199595992654473
1985-10-01,54.7199,29.538,110.5,NA,98.8,7.1,239210,1985,10,-1.34770917063301,0.543211876646492
1985-11-01,54.9124,30.813,111.1,NA,99.3,7,239392,1985,11,0,0.576665057551796
1985-12-01,55.4412,27.228,111.4,NA,99.5,7,239558,1985,12,-3.85987888776337,-0.351491978334452
1986-01-01,55.7481,22.945,111.9,NA,98.4,6.7,239713,1986,1,0,-0.724689402770377
1986-02-01,55.3568,15.442,112.2,NA,92.7,7.2,239858,1986,2,0,-1.95690791939358
1986-03-01,54.9625,12.618,112.5,NA,81.3,7.2,240011,1986,3,0,-0.915404728553554
1986-04-01,55.0413,12.847,112.9,NA,73.6,7.1,240183,1986,4,0.542388391274499,-0.67643017167011
1986-05-01,55.1226,15.444,113.1,NA,76.3,7.2,240365,1986,5,0,0.997537947792132
1986-06-01,54.9005,13.469,113.4,NA,79,7.2,240555,1986,6,0,-0.934590631732276
1986-07-01,55.2592,11.575,113.8,NA,73.9,7,240753,1986,7,0,-0.787874452229062
1986-08-01,55.1567,15.092,114.2,NA,70.1,6.9,240961,1986,8,9.39503096618198,2.07797260029266
1986-09-01,55.2975,14.913,114.6,NA,71.5,7,241171,1986,9,0,-0.710698501981009
1986-10-01,55.5332,14.852,115,NA,69.4,7,241371,1986,10,-1.07762803099699,-0.240377760888567
1986-11-01,55.7557,15.207,115.3,NA,68.7,6.9,241544,1986,11,0,0.365740611967412
1986-12-01,56.2845,16.076,115.6,NA,69,6.6,241702,1986,12,3.03732021767022,0.126878395536287
1987-01-01,56.0882,18.656,115.9,NA,72.7,6.6,241857,1987,1,0,1.59211033785754
1987-02-01,56.8275,17.726,116.2,NA,75.9,6.6,242005,1987,2,0,-0.942506442832647
1987-03-01,56.9098,18.305,116.6,NA,76.4,6.6,242166,1987,3,0,0.29953674631671
1987-04-01,57.2701,18.643,117.3,NA,78.4,6.3,242338,1987,4,0,0.0049201797664371
1987-05-01,57.6322,19.415,117.7,NA,79,6.3,242516,1987,5,0,0.234008288648181
1987-06-01,57.9307,20.034,117.9,NA,80.7,6.2,242706,1987,6,1.24591549879471,0.471458958130922
1987-07-01,58.3258,21.355,118.3,NA,82.1,6.1,242908,1987,7,0,0.645568197257892
1987-08-01,58.7636,20.274,118.7,NA,84.3,6,243118,1987,8,0,-0.0231653707914812
1987-09-01,58.9951,19.526,119.2,NA,84,5.9,243335,1987,9,0,0.198635101892544
1987-10-01,59.781,19.848,119.8,NA,83.1,6,243543,1987,10,0,-0.0504692207840099
1987-11-01,60.0726,18.92,120.1,NA,83.1,5.8,243724,1987,11,0,-0.417324001377716
1987-12-01,60.4095,17.241,120.4,NA,81.8,5.7,243895,1987,12,-4.23975867264042,-0.659040690233554
1988-01-01,60.3976,17.16,120.9,NA,79.5,5.7,244056,1988,1,0,0.514787384641191
1988-02-01,60.7003,16.765,121.2,NA,78.1,5.7,244205,1988,2,0,-0.322661160308299
1988-03-01,60.8501,16.217,121.7,NA,77.3,5.7,244362,1988,3,0,-0.684396446122799
1988-04-01,61.2031,17.875,122.3,NA,79.2,5.4,244528,1988,4,0,0.844493365640824
1988-05-01,61.0797,17.438,122.7,NA,81.3,5.6,244708,1988,5,0,-0.42881590452165
1988-06-01,61.2569,16.53,123.2,NA,81.3,5.4,244914,1988,6,2.36031692418846,-0.787319440620672
1988-07-01,61.2659,15.498,123.6,NA,82.3,5.4,245131,1988,7,0,-0.477802148041519
1988-08-01,61.5731,15.524,124,NA,84.2,5.6,245352,1988,8,0,0.0581884967061619
1988-09-01,61.3807,14.467,124.7,NA,83.1,5.4,245579,1988,9,0,-0.466476736628646
1988-10-01,61.6453,13.798,125.2,NA,81.6,5.4,245789,1988,10,0,-0.350949039101019
1988-11-01,61.7944,13.977,125.6,NA,81.4,5.3,245970,1988,11,5.96040414182561,-0.386668352048978
1988-12-01,62.0743,16.266,126,NA,80.3,5.3,246140,1988,12,0,0.754926567711496
1989-01-01,62.2574,17.983,126.5,NA,79.4,5.4,246301,1989,1,0,0.0328751802251597
1989-02-01,61.9819,17.826,126.9,NA,80.1,5.2,246454,1989,2,0,-0.329413307108547
1989-03-01,62.1369,19.445,127.4,NA,81.3,5,246626,1989,3,0,0.162483672285245
1989-04-01,62.1276,21.04,127.8,NA,92.1,5.2,246814,1989,4,0,0.799725274645507
1989-05-01,61.7744,20.032,128.3,NA,96.7,5.2,247010,1989,5,0,-0.11361169449424
1989-06-01,61.7697,20.005,128.8,NA,96.2,5.3,247228,1989,6,-3.12820330733857,-0.464027374464006
1989-07-01,61.1738,19.644,129.2,NA,94.6,5.2,247458,1989,7,0,0.665495649711846
1989-08-01,61.7732,18.522,129.5,NA,91.1,5.2,247695,1989,8,0,-0.721398795284261
1989-09-01,61.5796,19.594,129.9,NA,88.8,5.3,247942,1989,9,0.983151794719587,0.756907610514012
1989-10-01,61.4966,20.091,130.6,NA,88.8,5.3,248174,1989,10,0,0.424724983350714
1989-11-01,61.7044,19.82,131.1,NA,87,5.4,248380,1989,11,-1.79021898744273,0.100939923662791
1989-12-01,62.0428,21.088,131.6,NA,85.5,5.4,248569,1989,12,0,0.311114125346707
1990-01-01,61.729,22.641,132.1,NA,90.6,5.4,248743,1990,1,0,0.862014399269816
1990-02-01,62.2896,22.108,132.7,NA,90.2,5.3,248920,1990,2,0,-0.797669283543816
1990-03-01,62.5999,20.418,133.5,NA,89.1,5.2,249146,1990,3,0,-0.0891085875832624
1990-04-01,62.4359,18.582,134,NA,91,5.4,249436,1990,4,0,0.0372444989811605
1990-05-01,62.6258,18.237,134.4,NA,92.4,5.4,249707,1990,5,0,-0.799985426938489
1990-06-01,62.8382,16.871,135.1,NA,94.6,5.2,249990,1990,6,0,0.0874991568719935
1990-07-01,62.7284,18.638,135.8,NA,94.4,5.5,250285,1990,7,0.490727302394848,0.536940627141646
1990-08-01,62.9475,27.174,136.6,NA,103.1,5.7,250595,1990,8,0,1.39610097584979
1990-09-01,62.9523,33.687,137.1,NA,111.8,5.9,250904,1990,9,0,0.718322421761476
1990-10-01,62.5845,35.922,137.6,NA,118.7,5.9,251201,1990,10,0,0.300209053192689
1990-11-01,61.7887,32.3,138,NA,118.8,6.2,251486,1990,11,0,-0.655508110022641
1990-12-01,61.3352,27.337,138.6,NA,117,6.3,251758,1990,12,2.80681079594207,-0.265975248017931
1991-01-01,61.1355,24.959,139.5,NA,108,6.4,252012,1991,1,0,-0.177283660136009
1991-02-01,60.6838,20.523,140.2,NA,99.3,6.6,252253,1991,2,0,-0.898192247496545
1991-03-01,60.3346,19.86,140.5,NA,94.2,6.8,252507,1991,3,3.14608852645629,0.430265049588179
1991-04-01,60.4938,20.823,140.9,NA,95.9,6.7,252778,1991,4,0,-0.287364807729055
1991-05-01,61.0633,21.24,141.3,NA,100.2,6.9,253060,1991,5,0,-0.43159423527493
1991-06-01,61.5581,20.195,141.8,NA,100.6,6.9,253350,1991,6,-0.57075716752085,-0.414784056048067
1991-07-01,61.7305,21.42,142.3,NA,98.2,6.8,253650,1991,7,0,0.176537089252266
1991-08-01,61.7298,21.688,142.9,NA,99.3,6.9,253966,1991,8,0,-0.0210569938108494
1991-09-01,62.2195,21.857,143.4,NA,99.8,6.9,254280,1991,9,0.116948614520796,0.185522407657951
1991-10-01,62.1855,23.228,143.7,NA,98.2,7,254576,1991,10,0,0.382734933554376
1991-11-01,62.0871,22.465,144.2,NA,99.1,7,254841,1991,11,1.65778246564594,0.121163045074818
1991-12-01,61.7852,19.517,144.7,NA,98.1,7.3,255089,1991,12,0,-0.416038353163543
1992-01-01,61.4616,18.82,145.1,NA,94.3,7.3,255331,1992,1,0,-0.0054831453084154
1992-02-01,61.8955,18.995,145.4,NA,92.7,7.4,255576,1992,2,-5.5158718391117,0.123748079817395
1992-03-01,62.4232,18.916,145.9,NA,93.2,7.4,255848,1992,3,0,-0.276327684132996
1992-04-01,62.897,20.243,146.3,NA,94.8,7.4,256139,1992,4,0,0.263222833290338
1992-05-01,63.104,20.94,146.8,NA,99.4,7.6,256437,1992,5,4.13584180311843,0.293003099250291
1992-06-01,63.1363,22.375,147.1,NA,103,7.8,256742,1992,6,0,0.50864070393406
1992-07-01,63.7176,21.759,147.6,NA,102.9,7.7,257063,1992,7,0,-0.687770436297005
1992-08-01,63.3613,21.35,147.9,NA,101.8,7.6,257390,1992,8,0,0.664603656753952
1992-09-01,63.5703,21.902,148.1,NA,101.8,7.6,257704,1992,9,-0.574286236521798,0.0633407249280822
1992-10-01,63.9995,21.688,148.8,NA,101.5,7.3,258004,1992,10,0,0.0504949957923686
1992-11-01,64.2422,20.342,149.2,NA,102.2,7.4,258280,1992,11,-1.46372132955356,0.0608875589736712
1992-12-01,64.3507,19.407,149.6,NA,100.1,7.4,258546,1992,12,0,0.380414895150466
1993-01-01,64.5978,19.075,150.1,NA,98.5,7.3,258799,1993,1,0,0.143883531562377
1993-02-01,64.9089,20.053,150.6,NA,97.8,7.1,259036,1993,2,-0.125656611570755,0.0607803822379032
1993-03-01,64.8522,20.347,150.8,NA,97.1,7,259283,1993,3,0,-0.072401818525498
1993-04-01,65.0301,20.27,151.4,NA,98.2,7.1,259547,1993,4,0,-0.0961737577741612
1993-05-01,64.784,19.94,151.8,NA,99.6,7.1,259822,1993,5,0,0.0816904494192871
1993-06-01,64.9301,19.07,152.1,NA,99.6,7,260109,1993,6,-1.28444495026346,-0.365411384722697
1993-07-01,65.1052,17.866,152.3,NA,98,6.9,260411,1993,7,0,-0.072765745318301
1993-08-01,65.0267,18.009,152.8,NA,96.9,6.8,260717,1993,8,0,0.178863474514259
1993-09-01,65.3717,17.514,152.9,NA,95.9,6.7,261015,1993,9,0.268710327745851,-0.310214535870835
1993-10-01,65.8509,18.145,153.4,NA,99.2,6.8,261294,1993,10,0,0.395397283177517
1993-11-01,66.1518,16.699,153.9,NA,97.8,6.6,261550,1993,11,-5.23744387904339,-0.56095816522572
1993-12-01,66.5436,14.51,154.3,NA,94.2,6.5,261796,1993,12,0,-0.632276556371129
1994-01-01,66.7351,15,154.5,NA,92.1,6.6,262021,1994,1,0,0.498301606405775
1994-02-01,66.774,14.78,154.8,NA,93,6.6,262237,1994,2,0,-0.297883332109008
1994-03-01,67.4552,14.66,155.3,NA,92.7,6.5,262491,1994,3,-4.92820536293997,-0.491566248637805
1994-04-01,67.8541,16.38,155.5,NA,94.3,6.4,262754,1994,4,0,0.418264118243607
1994-05-01,68.1663,17.88,155.9,NA,95.6,6.1,263014,1994,5,0,0.111342772192112
1994-06-01,68.6265,19.07,156.4,NA,97.9,6.1,263294,1994,6,-0.591322382521469,-0.102898277154394
1994-07-01,68.7178,19.65,156.7,NA,100.4,6.1,263580,1994,7,0,0.388141783403156
1994-08-01,69.1785,18.38,157.1,NA,104.1,6,263871,1994,8,0,-0.527618993815119
1994-09-01,69.3961,17.46,157.5,NA,103.6,5.9,264159,1994,9,0,-0.219345036645273
1994-10-01,69.9544,17.71,157.8,NA,101.7,5.8,264430,1994,10,0,-0.113741804228317
1994-11-01,70.4326,18.1,158.2,NA,102.6,5.6,264681,1994,11,1.7513238756745,-0.0861868735754588
1994-12-01,71.1523,17.16,158.3,NA,100.2,5.5,264924,1994,12,0,-0.676136841633212
1995-01-01,71.2734,17.99,159,NA,98.4,5.6,265157,1995,1,0,0.472791921714428
1995-02-01,71.193,18.53,159.4,NA,97.7,5.4,265383,1995,2,0,0.223011113017049
1995-03-01,71.3113,18.55,159.9,NA,97.2,5.4,265625,1995,3,0,-0.280817739377686
1995-04-01,71.1882,19.87,160.4,NA,99.3,5.8,265877,1995,4,0,0.594552870898163
1995-05-01,71.5378,19.74,160.7,NA,104.2,5.6,266134,1995,5,0,-0.342970030716591
1995-06-01,71.7749,18.42,161.1,NA,106.3,5.6,266414,1995,6,0.420489285088729,-0.430756370044666
1995-07-01,71.4748,17.3,161.4,NA,103.7,5.7,266700,1995,7,0,0.0742090287564134
1995-08-01,72.4223,18.03,161.8,NA,101,5.7,266998,1995,8,0,-0.143817144335295
1995-09-01,72.7144,18.23,162.2,NA,99.7,5.6,267304,1995,9,0,0.343114713550723
1995-10-01,72.5866,17.44,162.7,NA,98,5.5,267585,1995,10,0,-0.0957163626374064
1995-11-01,72.7779,17.99,163,NA,96,5.6,267829,1995,11,-0.0638928329605041,-0.0700284153282454
1995-12-01,73.0305,19.04,163.1,NA,96,5.6,268047,1995,12,0,0.0858166231515996
1996-01-01,72.6125,18.88,163.7,NA,98.2,5.6,268258,1996,1,0,0.126621586719461
1996-02-01,73.6752,19.07,164,NA,97.8,5.5,268480,1996,2,0,-0.204980821327967
1996-03-01,73.585,21.36,164.4,NA,101.1,5.5,268724,1996,3,0,0.954545648817196
1996-04-01,74.3172,23.57,164.6,NA,108.2,5.6,268980,1996,4,0,0.291701855376859
1996-05-01,74.8726,21.25,165,NA,113.3,5.6,269247,1996,5,0,-1.10297402187489
1996-06-01,75.4433,20.45,165.4,NA,111,5.3,269527,1996,6,1.01659799663388,0.287691895064039
1996-07-01,75.4549,21.32,165.7,NA,108.8,5.5,269822,1996,7,0,0.27876184926824
1996-08-01,75.8411,21.96,166,NA,106.1,5.1,270130,1996,8,0,-0.0398254897360047
1996-09-01,76.3158,23.99,166.5,NA,105.7,5.2,270433,1996,9,0,0.416425994758855
1996-10-01,76.3384,24.9,166.8,NA,105.2,5.2,270730,1996,10,0,0.196805239424683
1996-11-01,77.0397,23.71,167.2,NA,107.1,5.4,271002,1996,11,4.05417963739978,-0.457575229043538
1996-12-01,77.5333,25.39,167.4,NA,107.9,5.4,271243,1996,12,0,0.414508918344399
1997-01-01,77.6562,25.17,167.8,NA,107.9,5.3,271472,1997,1,0,-0.0491177280555085
1997-02-01,78.5833,22.21,168.1,NA,107.4,5.2,271703,1997,2,0,-1.0881974140976
1997-03-01,79.082,20.99,168.4,NA,105.8,5.2,271952,1997,3,0,-0.225000620937019
1997-04-01,79.1747,19.72,168.9,NA,105.4,5.1,272213,1997,4,0,-0.44024441205236
1997-05-01,79.6133,20.83,169.2,NA,105.2,4.9,272482,1997,5,0,-0.0712315918232408
1997-06-01,79.9792,19.17,169.4,NA,105.4,5,272767,1997,6,-2.1011504764159,-1.10111931819419
1997-07-01,80.6624,19.63,169.7,NA,103.5,4.9,273074,1997,7,0,-0.2129310650225
1997-08-01,81.4694,19.93,169.8,NA,107.4,4.8,273395,1997,8,0,-0.138902796427049
1997-09-01,82.2156,19.79,170.2,NA,109.2,4.9,273703,1997,9,0,-0.244685342705983
1997-10-01,82.9446,21.26,170.6,NA,106.5,4.7,273989,1997,10,0,0.0925300814368517
1997-11-01,83.5978,20.17,170.8,NA,104.1,4.6,274249,1997,11,0,-0.0958386507581987
1997-12-01,83.9538,18.32,171.2,NA,101.3,4.7,274499,1997,12,-0.693440035976881,-0.401469517477847
1998-01-01,84.3218,16.71,171.6,NA,97.2,4.6,274732,1998,1,0,-0.146575545759992
1998-02-01,84.4583,16.06,171.9,NA,93.5,4.6,274943,1998,2,0,-0.144270071276991
1998-03-01,84.488,15.02,172.2,NA,90.3,4.7,275175,1998,3,-2.36941492287418,-0.608556742595776
